survey_year,island,site_id,site_name,state,ecoregion,n_sites,live_coral_cover_pct,lcc_prev,years_since_prev,lcc_change,lcc_change_rate,region_avg_lcc_pct,island_vs_region_pct,grp_other,grp_available_substrate,grp_sand,grp_disturbance_indicators,grp_pollution_indicators,fish_butterflyfish,fish_snapper,fish_parrotfish,fish_grouper,fish_sweetlips,fish_moray_eel,inv_diadema_urchin,inv_sea_cucumber,inv_giant_clam,inv_crown_of_thorns,cot_outbreak,grazer_ratio,n_highvalue_fish_absent,n_curio_inverts_absent,impact_anchor,impact_nets,impact_trash,impact_bleaching,impact_cot,confidence,substrate6_source,fish_source,n_sites_source
2024,Aur & Dayang,AUR_DAYANG_S05,Aur & Dayang Reef Site 05,Johor,Sunda Shelf,1,42.6727,37.5173,1,5.1554,5.1554,52.8270,-12.9696,0.4465,20.1003,6.2114,14.6941,15.875,3.1621,0.2027,4.3484,0.4948,0.0524,0.084,0.7355,2.7377,0.8302,0.4348,1,15.788,2,2,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,32.6972,,,,,51.5112,-12.7537,0.3928,23.0278,6.7843,18.4303,18.6676,3.2518,0.2702,5.3756,0.9554,0.1324,0.0418,0.796,7.1412,0.834,0.5752,1,29.5796,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,30.6084,32.6972,1,-2.0888,-2.0888,52.0935,-15.5819,0.4683,24.0001,7.2353,14.4837,23.2042,3.5402,0.1472,6.5361,0.9142,0.0725,0.0498,1.5077,4.0738,0.4999,0.647,1,62.0445,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,32.0121,30.6084,1,1.4037,1.4037,51.7327,-13.4642,1.1441,25.7257,8.1964,14.5401,18.3817,3.4611,0.2969,5.6412,1.1197,0.0381,0.0871,1.05,4.4726,0.892,0.4813,1,43.9022,3,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,34.0276,32.0121,1,2.0155,2.0155,51.9367,-12.1172,0.4964,22.1986,8.076,15.5556,19.6458,3.3453,0.3251,7.5219,0.8886,0.0633,0.0375,1.2468,7.3756,0.7548,0.3486,1,23.1613,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,33.2446,34.0276,1,-0.7830,-0.7830,52.0881,-14.3106,0.642,25.5465,7.8194,14.5822,18.1652,2.9314,0.2951,5.1135,0.659,0.0693,0.1196,1.0718,6.2129,0.8917,0.449,1,21.5786,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,30.7048,33.2446,1,-2.5398,-2.5398,51.8378,-14.7398,0.8509,21.9234,8.9192,14.6452,22.9565,3.5757,0.2484,5.3737,1.1512,0.1127,0.0869,0.5826,5.6561,0.9496,0.5136,1,52.2552,3,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,32.3817,30.7048,1,1.6769,1.6769,52.9643,-15.0220,0.5582,21.9885,8.763,18.1674,18.1411,3.0277,0.2395,4.6829,1.0631,0.081,0.0527,1.1966,4.6768,0.9643,0.6828,1,32.5706,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,31.6862,32.3817,1,-0.6955,-0.6955,52.6804,-14.7300,0.5548,24.0077,6.827,15.7978,21.1264,3.8045,0.2332,5.502,1.1007,0.0659,0.0873,0.6474,4.9619,0.8385,0.5076,1,48.1414,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,33.5774,31.6862,2,1.8912,0.9456,51.6032,-11.7412,0.6321,25.2841,7.3733,17.0236,16.1096,2.5429,0.2616,3.9895,1.0047,0.062,0.0549,1.0155,4.3515,0.8569,0.516,1,27.4487,3,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,31.7236,33.5774,1,-1.8538,-1.8538,51.9329,-15.2427,0.6391,22.5532,9.0993,16.1788,19.806,3.4175,0.2696,8.188,0.8844,0.0912,0.0771,1.363,5.1253,1.0165,0.4753,1,24.4925,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,35.5266,31.7236,1,3.8030,3.8030,52.8270,-12.9696,0.7714,21.1544,7.6768,14.7769,20.0939,3.885,0.2065,4.2998,1.0151,0.0433,0.0916,1.8874,4.1024,0.9993,0.4478,1,18.1581,2,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Aur & Dayang,AUR_DAYANG_S06,Aur & Dayang Reef Site 06,Johor,Sunda Shelf,1,31.9491,35.5266,1,-3.5775,-3.5775,51.8995,-13.8191,0.7124,24.4897,7.605,19.0104,16.2334,2.9521,0.3123,7.2389,0.8278,0.0984,0.0461,1.2061,5.5753,0.8541,0.5115,1,9.2019,3,3,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,45.0504,,,,,51.9699,-7.6845,0.2543,23.0396,5.763,14.9204,10.9723,3.901,0.4632,3.3085,0.7148,0.0524,0.057,1.0382,3.2449,1.2482,0.7107,1,5.8451,2,3,1,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,37.42,45.0504,1,-7.6304,-7.6304,51.5112,-12.7537,0.2418,23.2493,7.2883,14.9247,16.8759,3.8989,0.7167,6.3401,0.8592,0.1269,0.0455,0.7554,4.0926,0.7859,0.6329,1,31.4064,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,35.2314,37.4200,1,-2.1886,-2.1886,52.0935,-15.5819,0.3125,26.3141,9.1011,11.6504,17.3904,4.6576,0.4188,7.6324,0.8907,0.0646,0.0469,0.9176,2.7035,0.4718,0.7177,1,63.9909,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,37.8593,35.2314,1,2.6279,2.6279,51.7327,-13.4642,0.6281,26.6264,8.1695,12.0287,14.688,4.4645,0.601,4.772,1.3015,0.0493,0.1007,0.6827,2.9334,0.8223,0.565,1,37.232,2,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,39.2106,37.8593,1,1.3513,1.3513,51.9367,-12.1172,0.3912,23.0853,7.8921,14.9192,14.5015,5.2761,1.0719,8.0618,0.8148,0.069,0.0368,0.97,4.5187,0.5876,0.3647,1,24.3727,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,36.5554,39.2106,1,-2.6552,-2.6552,52.0881,-14.3106,0.3617,25.7472,7.3058,14.7296,15.3003,3.77,0.7522,4.5964,0.7842,0.0741,0.1081,1.0102,3.6679,0.8134,0.571,1,25.4516,3,3,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,38.5966,36.5554,1,2.0412,2.0412,51.8378,-14.7398,0.4317,24.68,6.8871,12.5153,16.8894,3.9119,0.5363,7.3916,0.9382,0.0936,0.0922,0.5878,4.1709,0.648,0.4738,1,65.2833,2,3,1,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,38.7635,38.5966,1,0.1669,0.1669,52.9643,-15.0220,0.3505,24.6027,7.4908,16.5487,12.2438,3.6773,0.5974,5.3124,1.3135,0.0683,0.0441,0.9842,3.7494,1.0263,0.7858,1,30.1907,1,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,36.8202,38.7635,1,-1.9433,-1.9433,52.6804,-14.7300,0.3529,28.344,7.846,11.4912,15.1456,4.2598,0.5433,8.3205,0.9865,0.0628,0.0804,0.4457,3.4536,0.7633,0.5665,1,46.0788,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,35.7879,36.8202,1,-1.0323,-1.0323,51.7237,-14.7039,0.3943,24.0346,7.8107,15.7283,16.2443,3.5458,0.7074,5.4569,1.1875,0.0753,0.066,1.055,3.2266,0.9746,0.4541,1,30.6104,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,40.1614,35.7879,1,4.3735,4.3735,51.6032,-11.7412,0.3798,27.3903,7.0028,13.1358,11.9299,4.7301,0.8259,3.6035,1.1466,0.0512,0.0493,0.8138,2.9721,0.7568,0.6302,1,23.0242,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,36.9367,40.1614,1,-3.2247,-3.2247,51.9329,-15.2427,0.3387,25.2254,8.2599,15.2544,13.9848,4.7507,0.6702,7.0205,0.8054,0.0762,0.0815,0.8079,3.4518,0.8143,0.5278,1,26.4097,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,38.9406,36.9367,1,2.0039,2.0039,52.8270,-12.9696,0.431,25.8775,7.4935,11.6914,15.5659,4.4949,0.416,4.5784,1.1159,0.0292,0.0913,1.2432,2.616,1.062,0.5096,1,22.07,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Aur & Dayang,AUR_DAYANG_S07,Aur & Dayang Reef Site 07,Johor,Sunda Shelf,1,37.685,38.9406,1,-1.2556,-1.2556,51.8995,-13.8191,0.3614,27.0876,6.8849,16.0299,11.9511,5.0823,0.9662,6.3502,0.8054,0.0867,0.071,1.0137,3.4715,0.7576,0.4292,1,9.1793,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,40.9774,,,,,51.5112,-12.7537,0.2652,16.8309,6.6739,18.8911,16.3615,4.6591,0.2563,7.2567,0.801,0.2721,0.0378,0.5806,5.7126,0.8864,0.4343,1,33.8656,3,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,42.852,40.9774,3,1.8746,0.6249,51.9367,-12.1172,0.3356,15.6182,6.3928,15.579,19.2225,6.6098,0.351,10.8043,0.8155,0.16,0.0411,0.8145,5.482,0.7786,0.332,1,25.8998,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,40.8261,42.8520,1,-2.0259,-2.0259,52.0881,-14.3106,0.4749,18.4706,6.31,18.1307,15.7877,4.1767,0.2612,7.1892,0.6316,0.1433,0.1083,0.8671,3.5412,0.945,0.4441,1,22.7807,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,41.2268,40.8261,2,0.4007,0.2004,52.9643,-15.0220,0.393,14.7212,7.9827,18.2231,17.4532,4.8888,0.2127,6.5298,0.9807,0.1427,0.0428,1.0306,4.4548,0.9441,0.4918,1,39.3988,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,39.3528,41.2268,1,-1.8740,-1.8740,52.6804,-14.7300,0.4009,23.2254,6.7101,14.5772,15.7336,4.6926,0.2189,6.7756,0.9444,0.1335,0.077,0.4148,4.6104,0.7027,0.471,1,42.3024,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,42.1066,39.3528,2,2.7538,1.3769,51.6032,-11.7412,0.4744,19.0819,6.7512,16.4518,15.1341,4.5007,0.3053,5.3219,0.9415,0.1063,0.0494,0.6657,3.5478,0.7987,0.4251,1,28.7118,2,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,41.1025,42.1066,1,-1.0041,-1.0041,51.9329,-15.2427,0.4078,19.8776,7.7376,14.832,16.0425,5.1439,0.2246,8.4033,0.7895,0.1499,0.0731,0.8209,3.6959,0.9371,0.4158,1,25.0925,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,42.4659,41.1025,1,1.3634,1.3634,52.8270,-12.9696,0.5419,18.2719,6.1988,17.3016,15.22,4.5122,0.1867,6.4112,1.0293,0.0787,0.0945,0.9203,3.7354,1.092,0.4656,1,22.9468,2,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Aur & Dayang,AUR_DAYANG_S08,Aur & Dayang Reef Site 08,Johor,Sunda Shelf,1,40.2015,42.4659,1,-2.2644,-2.2644,51.8995,-13.8191,0.4328,18.3402,7.0595,17.8614,16.1048,4.2083,0.3169,8.0343,0.6984,0.1583,0.0469,0.8721,3.9257,0.8825,0.3421,1,11.7517,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,42.2027,,,,,51.9699,-7.6845,0.3044,19.0667,7.5256,13.4073,17.4933,1.9998,0.5874,2.2286,0.534,0.1162,0.0688,1.1365,2.4012,0.9748,0.6148,1,3.6337,2,3,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,36.8711,42.2027,1,-5.3316,-5.3316,51.5112,-12.7537,0.2677,19.0653,7.9079,17.0495,18.8385,2.7491,0.4442,4.183,0.7215,0.2517,0.0408,0.5709,3.889,0.7868,0.4801,1,20.4835,2,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,33.7525,36.8711,2,-3.1186,-1.5593,51.7327,-13.4642,0.6235,22.011,10.3768,13.1283,20.108,2.4374,0.6597,4.2696,0.7985,0.0998,0.1009,0.5598,2.1207,0.7433,0.4932,1,28.8517,3,3,1,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,35.2842,33.7525,1,1.5317,1.5317,51.9367,-12.1172,0.3607,19.0375,10.5154,16.207,18.5952,2.7468,0.8268,5.4438,0.5807,0.1316,0.045,0.7371,3.636,0.5391,0.3193,1,16.201,3,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,35.1232,35.2842,1,-0.1610,-0.1610,52.0881,-14.3106,0.3737,21.2212,9.5009,14.3115,19.4696,2.0869,0.7054,4.2798,0.5132,0.1432,0.1182,0.7457,2.2389,0.6978,0.4424,1,15.3101,3,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,35.3184,35.1232,1,0.1952,0.1952,51.8378,-14.7398,0.4852,19.8261,8.6998,13.25,22.4205,2.6473,0.4544,4.7452,0.6677,0.1878,0.0738,0.4843,4.0979,0.6861,0.4539,1,39.5723,2,3,1,0,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,37.5562,35.3184,1,2.2378,2.2378,52.9643,-15.0220,0.3505,18.1901,8.9498,15.8546,19.0988,2.2809,0.5334,4.2915,0.6391,0.1116,0.0429,0.7583,2.9337,0.7944,0.6042,1,25.6964,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,34.5338,37.5562,1,-3.0224,-3.0224,52.6804,-14.7300,0.3772,19.5383,9.8062,14.044,21.7004,2.4552,0.5746,4.2035,0.5827,0.096,0.1082,0.4996,2.6907,0.5559,0.5481,1,28.2156,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,37.0352,34.5338,2,2.5014,1.2507,51.6032,-11.7412,0.3861,19.7866,9.1084,15.3731,18.3107,2.2698,0.8336,3.2026,0.6287,0.0969,0.057,0.6475,2.056,0.6243,0.4363,1,17.9314,2,3,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,33.3843,37.0352,1,-3.6509,-3.6509,51.9329,-15.2427,0.4206,21.2739,10.7341,14.3058,19.8812,2.5238,0.5796,5.7988,0.6759,0.15,0.0794,0.6228,2.6954,0.8487,0.4722,1,18.4028,2,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Aur & Dayang,AUR_DAYANG_S09,Aur & Dayang Reef Site 09,Johor,Sunda Shelf,1,38.3065,33.3843,1,4.9222,4.9222,52.8270,-12.9696,0.5639,22.2438,8.2185,14.3319,16.3354,2.7397,0.4123,3.9043,0.6696,0.0717,0.0873,1.0168,2.0378,0.7813,0.4906,1,16.3689,2,3,1,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,44.1676,,,,,51.9699,-7.6845,0.357,25.3559,5.8989,12.3651,11.8555,6.0884,0.2217,2.1991,0.3693,0.1381,0.0584,0.6345,3.1767,1.253,0.3869,1,4.6606,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,37.9172,44.1676,1,-6.2504,-6.2504,51.5112,-12.7537,0.3608,24.2229,7.1372,15.1984,15.1637,6.9749,0.3525,4.1859,0.4906,0.2238,0.0429,0.3216,4.1558,0.874,0.4571,1,23.9396,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,39.4116,37.9172,2,1.4944,0.7472,51.7327,-13.4642,0.7478,25.0283,7.4879,11.9671,15.3572,7.813,0.318,3.9481,0.5887,0.0933,0.0843,0.4271,2.8425,1.117,0.3379,1,29.5587,3,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,41.3419,39.4116,1,1.9303,1.9303,51.9367,-12.1172,0.5911,18.3412,7.6268,14.6455,17.4535,7.7654,0.4826,5.5145,0.4756,0.143,0.0296,0.4952,4.1025,0.8344,0.2904,0,18.2113,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,39.5138,41.3419,1,-1.8281,-1.8281,52.0881,-14.3106,0.6153,23.4114,7.6456,12.3106,16.5033,6.3332,0.4678,3.7942,0.4735,0.137,0.0867,0.5227,3.7938,1.2041,0.3792,1,17.0508,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,37.9834,39.5138,1,-1.5304,-1.5304,51.8378,-14.7398,0.7506,23.6471,6.987,12.425,18.2068,6.5169,0.3569,3.8292,0.5389,0.1981,0.0665,0.3021,3.9354,1.1262,0.3404,1,43.3324,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,41.0505,37.9834,1,3.0671,3.0671,52.9643,-15.0220,0.5768,20.5373,8.0511,14.9931,14.7911,5.9399,0.3309,3.9637,0.4876,0.0989,0.0435,0.6213,3.5733,1.2217,0.4794,1,25.1857,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,38.9054,41.0505,2,-2.1451,-1.0725,51.7237,-14.7039,0.5231,23.9396,7.3979,12.5439,16.6902,5.7934,0.3557,3.5809,0.5147,0.1255,0.0667,0.6463,3.2702,1.2461,0.3603,1,22.5437,2,3,1,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,41.7579,38.9054,1,2.8525,2.8525,51.6032,-11.7412,0.623,22.5915,6.9025,14.2891,13.836,5.9418,0.3289,2.3765,0.4569,0.0824,0.0374,0.3409,3.1256,0.8909,0.4934,1,18.126,3,3,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,38.7742,41.7579,1,-2.9837,-2.9837,51.9329,-15.2427,0.5675,23.1943,7.4869,13.6136,16.3634,6.2345,0.3321,3.9733,0.4395,0.1236,0.0708,0.5606,3.5716,1.2333,0.3902,1,20.9474,2,3,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,40.955,38.7742,1,2.1808,2.1808,52.8270,-12.9696,0.7078,24.7976,7.4627,12.7026,13.3743,6.7684,0.2315,3.5013,0.5141,0.0607,0.0692,0.6379,3.1744,1.0529,0.3788,1,12.3368,2,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Aur & Dayang,AUR_DAYANG_S10,Aur & Dayang Reef Site 10,Johor,Sunda Shelf,1,40.217,40.9550,1,-0.7380,-0.7380,51.8995,-13.8191,0.5576,22.7622,6.6515,13.6721,16.1397,7.2752,0.3978,4.987,0.3601,0.1562,0.0461,0.5527,4.2357,1.0446,0.3349,1,6.9891,3,3,0,1,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
